Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
TM Dilshan,1,1,0,3,1,3,3,6
GD McGrath,14,54,2,357,12,29.75,6.61,27
DL Vettori,2,8,0,54,2,27,6.75,24
A Mishra,6,20,0,138,11,12.54,6.9,10.9
MF Maharoof,10,36,0,249,15,16.6,6.91,14.4
R Bhatia,9,22,0,183,6,30.5,8.31,22
VY Mahesh,11,42.1,0,370,16,23.12,8.77,15.8
PJ Sangwan,7,24,0,215,5,43,8.95,28.8
Mohammad Asif,8,32,0,296,8,37,9.25,24
Shoaib Malik,5,8.3,0,85,2,42.5,10,25.5
B Geeves,2,8,0,91,1,91,11.37,48
V Sehwag,7,11,0,133,3,44.33,12.09,22
