Player,Inns,Runs,Ave,BF,SR,4s,6s
SV Samson,3,124,41.33,71,174.64,13,7
CH Morris,3,38,38,24,158.33,0,4
JD Unadkat,2,35,35,24,145.83,2,2
DA Miller,2,64,32,48,133.33,7,2
JC Buttler,3,76,25.33,55,138.18,10,2
S Dube,3,42,14,42,100,5,0
R Tewatia,3,41,13.66,36,113.88,2,2
M Vohra,3,35,11.66,30,116.66,4,2
R Parag,3,30,10,23,130.43,1,3
BA Stokes,1,0,0,3,0,0,0
Mustafizur Rahman,1,0,-,4,0,0,0
C Sakariya,1,0,-,0,-,0,0
