Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
JR Hazlewood,3,10,0,64,1,64,6.4,60
Imran Tahir,3,11,0,76,1,76,6.9,66
MJ Santner,2,7,0,53,2,26.5,7.57,21
DL Chahar,14,52,2,396,12,33,7.61,26
SM Curran,13,42,0,344,13,26.46,8.19,19.3
SN Thakur,9,32.2,0,275,10,27.5,8.5,19.4
DJ Bravo,6,21,0,180,6,30,8.57,21
KV Sharma,5,19,0,165,5,33,8.68,22.8
RA Jadeja,13,36.2,0,318,6,53,8.75,36.3
PP Chawla,7,21,0,191,6,31.83,9.09,21
Monu Kumar,1,2,0,20,0,-,10,-
L Ngidi,4,16,0,167,9,18.55,10.43,10.6
