Player,Inns,Runs,Ave,BF,SR,4s,6s
MS Dhoni,15,371,74.2,250,148.4,22,20
DJ Hussey,4,116,58,94,123.4,8,6
SK Raina,16,523,40.23,359,145.68,51,19
DR Smith,16,566,35.37,416,136.05,50,34
BB McCullum,14,405,31.15,333,121.62,32,19
RA Jadeja,10,146,29.2,110,132.72,9,5
F du Plessis,12,303,27.54,235,128.93,26,7
M Manhas,5,35,17.5,23,152.17,3,1
R Ashwin,6,45,15,45,100,4,0
DJ Bravo,1,8,-,3,266.66,0,1
MM Sharma,1,1,-,3,33.33,0,0
BW Hilfenhaus,1,0,-,0,-,0,0
