Player,Inns,Runs,Ave,BF,SR,4s,6s
MM Ali,3,108,36,75,144,12,5
F du Plessis,3,69,34.5,53,130.18,7,3
RA Jadeja,2,34,34,24,141.66,4,0
SK Raina,3,80,26.66,60,133.33,5,5
SM Curran,3,52,26,25,208,5,3
AT Rayudu,3,50,16.66,34,147.05,1,5
MS Dhoni,2,18,9,19,94.73,2,0
RD Gaikwad,3,20,6.66,37,54.05,2,0
SN Thakur,1,1,1,1,100,0,0
DJ Bravo,1,20,-,8,250,2,1
DL Chahar,1,0,-,0,-,0,0
