Player,Inns,Runs,Ave,BF,SR,4s,6s
N Rana,3,155,51.66,114,135.96,17,7
KD Karthik,3,32,32,25,128,2,1
RA Tripathi,3,83,27.66,54,153.7,10,2
Shubman Gill,3,69,23,46,150,8,4
AD Russell,3,45,15,40,112.5,5,2
EJG Morgan,3,38,12.66,33,115.15,2,2
Shakib Al Hasan,3,38,12.66,39,97.43,2,1
PJ Cummins,2,6,3,3,200,0,1
Harbhajan Singh,2,4,-,4,100,0,0
CV Varun,1,2,-,3,66.66,0,0
