Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
MM Sharma,15,50.4,0,326,20,16.3,6.43,15.2
JA Morkel,7,24,0,159,7,22.71,6.62,20.5
R Ashwin,18,58,1,390,15,26,6.72,23.2
RA Jadeja,15,43.1,0,323,13,24.84,7.48,19.9
DJ Bravo,18,62.3,0,497,32,15.53,7.95,11.7
DP Nannes,5,19.5,0,158,4,39.5,7.96,29.7
CH Morris,16,50,0,401,15,26.73,8.02,20
JO Holder,6,20,0,168,2,84,8.4,60
AS Rajpoot,2,4,0,35,1,35,8.75,24
B Laughlin,2,7,0,71,1,71,10.14,42
SK Raina,2,2,0,23,1,23,11.5,12
