Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
R Ashwin,18,65.5,0,431,14,30.78,6.54,28.2
KMDN Kulasekara,4,14,0,94,4,23.5,6.71,21
BW Hilfenhaus,9,34,2,233,14,16.64,6.85,14.5
SK Raina,7,14,0,105,2,52.5,7.5,42
JA Morkel,15,49.3,0,385,13,29.61,7.77,22.8
RA Jadeja,14,35,0,273,12,22.75,7.8,17.5
DJ Bravo,18,57.4,0,462,15,30.8,8.01,23
SB Jakati,15,41,0,336,9,37.33,8.19,27.3
VY Mahesh,4,9.2,0,81,3,27,8.67,18.6
DE Bollinger,6,18,0,157,8,19.62,8.72,13.5
F du Plessis,1,1,0,16,0,-,16,-
