Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
J Yadav,2,7,0,43,1,43,6.14,42
JJ Bumrah,15,60,2,404,27,14.96,6.73,13.3
DS Kulkarni,1,3,0,22,0,-,7.33,-
KH Pandya,16,50.1,0,380,6,63.33,7.57,50.1
NM Coulter-Nile,7,26,0,206,5,41.2,7.92,31.2
TA Boult,15,57.2,3,457,25,18.28,7.97,13.7
RD Chahar,15,53,0,433,15,28.86,8.16,21.2
JL Pattinson,10,35.3,0,320,11,29.09,9.01,19.3
KA Pollard,11,21,0,190,4,47.5,9.04,31.5
