Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
HV Patel,3,12,0,69,9,7.66,5.75,8
Mohammed Siraj,3,11,1,64,2,32,5.81,33
Shahbaz Ahmed,2,3,0,21,3,7,7,6
Washington Sundar,3,7,0,54,2,27,7.71,21
YS Chahal,3,12,0,104,2,52,8.66,36
DT Christian,2,3,0,28,0,-,9.33,-
KA Jamieson,3,10,0,98,5,19.6,9.8,12
GJ Maxwell,1,2,0,24,0,-,12,-
