Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
SP Narine,15,59,0,412,10,41.2,6.98,35.4
AS Rajpoot,5,14,0,107,4,26.75,7.64,21
NM Coulter-Nile,8,28.2,0,228,15,15.2,8.04,11.3
Kuldeep Yadav,11,41,0,340,12,28.33,8.29,20.5
C de Grandhomme,9,16,0,135,4,33.75,8.43,24
UT Yadav,14,48.3,0,410,17,24.11,8.45,17.1
CR Woakes,13,44,0,386,17,22.7,8.77,15.5
PP Chawla,6,20,0,179,6,29.83,8.95,20
TA Boult,6,23.5,0,216,5,43.2,9.06,28.6
YK Pathan,4,4,0,41,1,41,10.25,24
Shakib Al Hasan,1,3,0,31,0,-,10.33,-
