Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
Lalit Yadav,2,5,0,28,1,28,5.6,30
A Mishra,2,7,0,51,4,12.75,7.28,10.5
Avesh Khan,4,14,0,103,8,12.87,7.35,10.5
CR Woakes,3,11,0,82,5,16.4,7.45,13.2
R Ashwin,4,15,0,120,1,120,8,90
K Rabada,3,11,0,98,4,24.5,8.9,16.5
TK Curran,2,7.4,0,75,1,75,9.78,46
MP Stoinis,3,6,0,61,1,61,10.16,36
LI Meriwala,1,3,0,32,1,32,10.66,18
