Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
Harbhajan Singh,11,41,0,266,8,33.25,6.48,30.7
KH Pandya,13,40,0,273,10,27.3,6.82,24
KV Sharma,9,30.4,0,214,13,16.46,6.97,14.1
MG Johnson,5,20,1,141,7,20.14,7.05,17.1
JJ Bumrah,16,59.2,2,440,20,22,7.41,17.8
HH Pandya,13,26,0,213,6,35.5,8.19,26
SL Malinga,12,44.5,0,382,11,34.72,8.52,24.4
MJ McClenaghan,14,54,0,507,19,26.68,9.38,17
TG Southee,3,10,1,96,3,32,9.6,20
R Vinay Kumar,1,3,0,31,2,15.5,10.33,9
KA Pollard,1,1.5,0,30,0,-,16.36,-
