Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
B Kumar,14,53.1,0,354,20,17.7,6.65,15.9
KV Sharma,14,50.4,0,376,15,25.06,7.42,20.2
DW Steyn,14,56,0,431,11,39.18,7.69,30.5
Y Venugopal Rao,2,2,0,16,0,-,8,-
IK Pathan,10,23.4,0,205,4,51.25,8.66,35.5
A Mishra,10,37.3,0,340,7,48.57,9.06,32.1
I Sharma,3,11,0,101,3,33.66,9.18,22
Parvez Rasool,3,9,0,83,1,83,9.22,54
MC Henriques,4,10,0,96,4,24,9.6,15
DJG Sammy,8,14,0,157,3,52.33,11.21,28
JO Holder,1,3,0,35,1,35,11.66,18
