Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
Mujeeb Ur Rahman,11,41.2,0,289,14,20.64,6.99,17.7
AJ Tye,14,56,0,448,24,18.66,8,14
R Ashwin,14,50.4,0,410,10,41,8.09,30.4
AR Patel,8,26,0,218,3,72.66,8.38,52
AS Rajpoot,8,26.1,1,223,11,20.27,8.52,14.2
MK Tiwary,1,1,0,10,0,-,10,-
BB Sran,6,22,0,229,4,57.25,10.4,33
MM Sharma,9,29.4,0,322,7,46,10.85,25.4
MP Stoinis,6,11,0,120,3,40,10.9,22
Yuvraj Singh,2,2,0,23,0,-,11.5,-
