Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
JJ Bumrah,4,16,0,100,4,25,6.25,24
J Yadav,1,4,0,25,1,25,6.25,24
KH Pandya,4,13,0,85,3,28.33,6.53,26
TA Boult,4,15.4,0,114,6,19,7.27,15.6
RD Chahar,4,16,0,118,8,14.75,7.37,12
KA Pollard,3,4.1,0,31,1,31,7.44,25
M Jansen,2,6,0,45,2,22.5,7.5,18
RG Sharma,1,1,0,9,0,-,9,-
AF Milne,1,3,0,33,0,-,11,-
