Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
Parvez Rasool,2,5,0,31,1,31,6.2,30
MC Henriques,9,25,0,158,11,14.36,6.32,13.6
Bipul Sharma,3,7,0,50,3,16.66,7.14,14
B Kumar,14,51.4,1,407,18,22.61,7.87,17.2
RS Bopara,7,20,0,160,6,26.66,8,20
A Ashish Reddy,4,6,0,50,3,16.66,8.33,12
KV Sharma,14,39.5,0,332,10,33.2,8.33,23.9
TA Boult,7,28,0,236,9,26.22,8.42,18.6
DW Steyn,6,19,0,170,3,56.66,8.94,38
P Kumar,12,36,0,329,7,47,9.13,30.8
I Sharma,4,14,0,159,1,159,11.35,84
