Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
Sohail Tanvir,11,41.1,0,266,22,12.09,6.46,11.2
SR Watson,15,54.1,0,383,17,22.52,7.07,19.1
AD Mascarenhas,1,4,0,29,2,14.5,7.25,12
MM Patel,15,55,1,420,14,30,7.63,23.5
SK Warne,15,52,1,404,19,21.26,7.76,16.4
YK Pathan,13,28.1,0,230,8,28.75,8.16,21.1
SK Trivedi,15,48,0,399,13,30.69,8.31,22.1
RA Jadeja,2,2.1,0,21,0,-,9.69,-
D Salunkhe,5,8,0,78,1,78,9.75,48
Pankaj Singh,5,12,0,129,0,-,10.75,-
