Player,Inns,Runs,Ave,BF,SR,4s,6s
BB McCullum,14,436,33.53,280,155.71,51,23
MS Dhoni,17,372,31,305,121.96,27,17
F du Plessis,15,380,29.23,304,125,37,5
DR Smith,16,399,24.93,335,119.1,52,16
SK Raina,17,374,24.93,305,122.62,31,16
DJ Bravo,14,195,21.66,148,131.75,22,5
MEK Hussey,4,77,19.25,70,110,5,3
RA Jadeja,12,132,18.85,126,104.76,7,3
R Ashwin,6,52,17.33,32,162.5,6,1
P Negi,9,116,14.5,73,158.9,10,5
MM Sharma,6,28,9.33,18,155.55,1,2
A Nehra,4,1,1,7,14.28,0,0
RG More,1,2,-,2,100,0,0
