Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
Anand Rajan,2,8,0,42,2,21,5.25,24
DW Steyn,17,67.5,3,384,19,20.21,5.66,21.4
GH Vihari,5,6,0,38,1,38,6.33,36
A Mishra,17,62,1,394,21,18.76,6.35,17.7
KV Sharma,13,34.5,1,230,11,20.9,6.6,19
DJG Sammy,9,22.2,0,168,8,21,7.52,16.7
I Sharma,16,59.4,2,466,15,31.06,7.81,23.8
CL White,2,2,0,16,1,16,8,12
NLTC Perera,16,59.4,0,478,19,25.15,8.01,18.8
Ankit Sharma,1,2,0,17,0,-,8.5,-
A Ashish Reddy,5,6.4,0,70,3,23.33,10.5,13.3
