Player,Inns,Runs,Ave,BF,SR,4s,6s
CA Lynn,1,49,49,35,140,4,3
RG Sharma,4,138,34.5,102,135.29,9,7
SA Yadav,4,121,30.25,80,151.25,16,4
J Yadav,1,23,23,22,104.54,1,0
Ishan Kishan,4,67,16.75,71,94.36,3,2
KA Pollard,4,49,16.33,44,111.36,3,3
Q de Kock,3,44,14.66,49,89.79,5,0
HH Pandya,4,35,8.75,33,106.06,5,0
KH Pandya,4,26,8.66,24,108.33,4,0
RD Chahar,3,14,4.66,13,107.69,1,0
JJ Bumrah,3,4,4,6,66.66,0,0
M Jansen,2,0,0,3,0,0,0
TA Boult,2,1,-,1,100,0,0
