Player,Inns,Runs,Ave,BF,SR,4s,6s
AB de Villiers,3,125,62.5,66,189.39,13,5
GJ Maxwell,3,176,58.66,118,149.15,17,8
V Kohli,3,71,23.66,64,110.93,9,0
D Padikkal,2,36,18,41,87.8,4,0
KA Jamieson,3,27,13.5,17,158.82,3,1
Washington Sundar,2,18,9,27,66.66,1,0
Shahbaz Ahmed,2,15,7.5,12,125,0,1
RM Patidar,2,9,4.5,10,90,1,0
DT Christian,2,2,1,5,40,0,0
HV Patel,2,4,-,3,133.33,0,0
Mohammed Siraj,1,0,-,1,0,0,0
