Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
Abhishek Sharma,1,1,0,5,0,-,5,-
Rashid Khan,3,12,0,64,4,16,5.33,18
KK Ahmed,1,4,0,24,1,24,6,24
Mujeeb Ur Rahman,1,4,0,29,2,14.5,7.25,12
JO Holder,1,4,0,30,3,10,7.5,8
Mohammad Nabi,1,4,0,32,2,16,8,12
V Shankar,2,4,0,33,2,16.5,8.25,12
T Natarajan,2,8,0,69,2,34.5,8.62,24
S Nadeem,1,4,0,36,1,36,9,24
B Kumar,3,12,0,120,2,60,10,36
Sandeep Sharma,1,3,0,35,0,-,11.66,-
