Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
R Ashwin,16,63,1,388,20,19.4,6.15,18.9
DE Bollinger,13,47,1,329,17,19.35,7,16.5
SK Raina,12,27.3,0,201,4,50.25,7.3,41.2
SB Jakati,14,44.1,0,336,10,33.6,7.6,26.5
S Randiv,8,29,0,223,6,37.16,7.68,29
DJ Bravo,6,20,0,157,6,26.16,7.85,20
JA Morkel,14,45,1,382,15,25.46,8.48,18
KMDN Kulasekara,1,3,0,26,1,26,8.66,18
TG Southee,5,19,0,166,4,41.5,8.73,28.5
Joginder Sharma,1,3,0,34,0,-,11.33,-
SB Styris,1,1,0,13,0,-,13,-
