Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
Iqbal Abdulla,15,50,0,305,16,19.06,6.1,18.7
YK Pathan,14,39,1,238,13,18.3,6.1,18
R Bhatia,12,32,0,210,8,26.25,6.56,24
Shakib Al Hasan,7,25.3,0,175,11,15.9,6.86,13.9
RN ten Doeschate,1,1,0,7,0,-,7,-
JH Kallis,9,24,0,170,7,24.28,7.08,20.5
B Lee,12,45.2,1,338,5,67.6,7.45,54.4
JD Unadkat,6,18,0,150,6,25,8.33,18
L Balaji,14,44.3,0,371,10,37.1,8.33,26.7
S Ladda,2,4,0,42,0,-,10.5,-
MK Tiwary,2,2,0,23,0,-,11.5,-
