Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
RA Jadeja,3,10,0,63,2,31.5,6.3,30
MM Ali,3,9,0,57,4,14.25,6.33,13.5
SM Curran,3,9,0,60,3,20,6.66,18
DJ Bravo,3,9,0,66,3,22,7.33,18
DL Chahar,3,11,1,81,4,20.25,7.36,16.5
SN Thakur,3,10.4,0,108,3,36,10.12,21.3
