Player,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR
M Ntini,9,35,2,242,7,34.57,6.91,30
M Muralitharan,15,58,0,404,11,36.72,6.96,31.6
MS Gony,16,60,3,443,17,26.05,7.38,21.1
JA Morkel,13,48,0,399,17,23.47,8.31,16.9
L Balaji,9,33,0,286,11,26,8.66,18
SK Raina,2,3.2,0,30,1,30,9,20
JDP Oram,4,16,0,149,3,49.66,9.31,32
Joginder Sharma,7,24.4,0,239,8,29.87,9.68,18.5
P Amarnath,6,22,0,236,7,33.71,10.72,18.8
S Vidyut,1,2,0,22,1,22,11,12
CK Kapugedera,3,2.5,0,49,0,-,17.29,-
