stadium no,total runs,batsman runs,batsman avg,batsman strike rate,batsman 4s,batsman 6s,bowler maidens,bowler runs conceded,bowler wickets,bowler average,bowler economy,bowler strike rate
41.0,41.0,320.0,35.55,114.69,34.0,9.0,0.0,357.0,13.0,27.46,8.5,19.3
41.0,42.0,514.0,42.83,166.34,57.0,31.0,0.0,357.0,13.0,27.46,8.5,19.3
41.0,46.0,514.0,42.83,166.34,57.0,31.0,0.0,357.0,13.0,27.46,8.5,19.3
41.0,46.0,514.0,42.83,166.34,57.0,31.0,0.0,357.0,13.0,27.46,8.5,19.3
41.0,46.0,320.0,35.55,114.69,34.0,9.0,0.0,357.0,13.0,27.46,8.5,19.3
41.0,47.0,34.0,8.5,97.14,4.0,0.0,0.0,357.0,13.0,27.46,8.5,19.3
41.0,0.0,25.0,8.33,80.64,4.0,0.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,0.0,25.0,8.33,80.64,4.0,0.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,1.0,371.0,28.53,124.49,35.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,1.0,371.0,28.53,124.49,35.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,2.0,25.0,8.33,80.64,4.0,0.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,6.0,25.0,8.33,80.64,4.0,0.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,10.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,10.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,10.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,10.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,10.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,10.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,11.0,371.0,28.53,124.49,35.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,11.0,371.0,28.53,124.49,35.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,15.0,371.0,28.53,124.49,35.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,16.0,25.0,8.33,80.64,4.0,0.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,17.0,371.0,28.53,124.49,35.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,21.0,371.0,28.53,124.49,35.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
41.0,22.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,22.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,23.0,25.0,8.33,80.64,4.0,0.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,24.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,25.0,25.0,8.33,80.64,4.0,0.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,26.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,27.0,371.0,28.53,124.49,35.0,11.0,0.0,236.0,11.0,21.45,8.0,16.0
41.0,31.0,371.0,28.53,124.49,35.0,11.0,0.0,236.0,11.0,21.45,8.0,16.0
41.0,32.0,25.0,8.33,80.64,4.0,0.0,0.0,236.0,11.0,21.45,8.0,16.0
41.0,36.0,25.0,8.33,80.64,4.0,0.0,0.0,236.0,11.0,21.45,8.0,16.0
41.0,36.0,25.0,8.33,80.64,4.0,0.0,0.0,236.0,11.0,21.45,8.0,16.0
41.0,37.0,25.0,8.33,80.64,4.0,0.0,0.0,236.0,11.0,21.45,8.0,16.0
41.0,37.0,25.0,8.33,80.64,4.0,0.0,0.0,236.0,11.0,21.45,8.0,16.0
41.0,37.0,149.0,37.25,183.95,13.0,10.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,38.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,38.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,38.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,39.0,149.0,37.25,183.95,13.0,10.0,1.0,301.0,11.0,27.36,6.54,25.0
41.0,40.0,371.0,28.53,124.49,35.0,11.0,1.0,301.0,11.0,27.36,6.54,25.0
9.0,0.0,436.0,33.53,137.1,51.0,19.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,1.0,288.0,36.0,137.14,22.0,15.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,2.0,288.0,36.0,137.14,22.0,15.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,4.0,288.0,36.0,137.14,22.0,15.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,4.0,288.0,36.0,137.14,22.0,15.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,4.0,288.0,36.0,137.14,22.0,15.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,4.0,288.0,36.0,137.14,22.0,15.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,9.0,288.0,36.0,137.14,22.0,15.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,10.0,436.0,33.53,137.1,51.0,19.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,11.0,288.0,36.0,137.14,22.0,15.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,11.0,288.0,36.0,137.14,22.0,15.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,12.0,436.0,33.53,137.1,51.0,19.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,13.0,436.0,33.53,137.1,51.0,19.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,13.0,436.0,33.53,137.1,51.0,19.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,14.0,436.0,33.53,137.1,51.0,19.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,14.0,288.0,36.0,137.14,22.0,15.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,15.0,436.0,33.53,137.1,51.0,19.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,15.0,436.0,33.53,137.1,51.0,19.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,15.0,436.0,33.53,137.1,51.0,19.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,16.0,288.0,36.0,137.14,22.0,15.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,20.0,288.0,36.0,137.14,22.0,15.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,21.0,288.0,36.0,137.14,22.0,15.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,21.0,288.0,36.0,137.14,22.0,15.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,21.0,155.0,31.0,117.42,22.0,1.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,21.0,155.0,31.0,117.42,22.0,1.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,21.0,155.0,31.0,117.42,22.0,1.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,21.0,155.0,31.0,117.42,22.0,1.0,1.0,329.0,7.0,47.0,7.8,36.1
9.0,21.0,436.0,33.53,137.1,51.0,19.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,22.0,155.0,31.0,117.42,22.0,1.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,22.0,155.0,31.0,117.42,22.0,1.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,22.0,436.0,33.53,137.1,51.0,19.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,23.0,161.0,80.5,153.33,15.0,9.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,23.0,161.0,80.5,153.33,15.0,9.0,0.0,260.0,9.0,28.88,6.66,26.0
9.0,23.0,436.0,33.53,137.1,51.0,19.0,0.0,207.0,8.0,25.87,7.96,19.5
9.0,29.0,436.0,33.53,137.1,51.0,19.0,0.0,207.0,8.0,25.87,7.96,19.5
9.0,29.0,436.0,33.53,137.1,51.0,19.0,0.0,207.0,8.0,25.87,7.96,19.5
9.0,35.0,436.0,33.53,137.1,51.0,19.0,0.0,207.0,8.0,25.87,7.96,19.5
9.0,39.0,436.0,33.53,137.1,51.0,19.0,0.0,207.0,8.0,25.87,7.96,19.5
9.0,39.0,436.0,33.53,137.1,51.0,19.0,0.0,207.0,8.0,25.87,7.96,19.5
9.0,0.0,159.0,31.8,133.61,12.0,7.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,1.0,188.0,62.66,204.34,13.0,15.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,5.0,188.0,62.66,204.34,13.0,15.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,5.0,188.0,62.66,204.34,13.0,15.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,6.0,159.0,31.8,133.61,12.0,7.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,6.0,159.0,31.8,133.61,12.0,7.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,6.0,188.0,62.66,204.34,13.0,15.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,6.0,188.0,62.66,204.34,13.0,15.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,6.0,159.0,31.8,133.61,12.0,7.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,6.0,159.0,31.8,133.61,12.0,7.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,8.0,159.0,31.8,133.61,12.0,7.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,12.0,159.0,31.8,133.61,12.0,7.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,16.0,39.0,9.75,73.58,2.0,1.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,16.0,349.0,29.08,113.68,33.0,15.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,16.0,349.0,29.08,113.68,33.0,15.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,17.0,159.0,31.8,133.61,12.0,7.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,17.0,159.0,31.8,133.61,12.0,7.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,17.0,159.0,31.8,133.61,12.0,7.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,18.0,159.0,31.8,133.61,12.0,7.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,18.0,159.0,31.8,133.61,12.0,7.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,18.0,159.0,31.8,133.61,12.0,7.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,19.0,349.0,29.08,113.68,33.0,15.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,20.0,159.0,31.8,133.61,12.0,7.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,20.0,159.0,31.8,133.61,12.0,7.0,1.0,442.0,15.0,29.46,8.61,20.5
9.0,21.0,159.0,31.8,133.61,12.0,7.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,21.0,159.0,31.8,133.61,12.0,7.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,21.0,319.0,29.0,123.16,19.0,17.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,21.0,319.0,29.0,123.16,19.0,17.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,22.0,349.0,29.08,113.68,33.0,15.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,22.0,349.0,29.08,113.68,33.0,15.0,0.0,145.0,5.0,29.0,8.52,20.4
9.0,23.0,349.0,29.08,113.68,33.0,15.0,0.0,199.0,3.0,66.33,7.37,54.0
9.0,24.0,319.0,29.0,123.16,19.0,17.0,0.0,199.0,3.0,66.33,7.37,54.0
9.0,24.0,319.0,29.0,123.16,19.0,17.0,0.0,199.0,3.0,66.33,7.37,54.0
9.0,24.0,319.0,29.0,123.16,19.0,17.0,0.0,199.0,3.0,66.33,7.37,54.0
9.0,24.0,319.0,29.0,123.16,19.0,17.0,0.0,199.0,3.0,66.33,7.37,54.0
9.0,25.0,349.0,29.08,113.68,33.0,15.0,0.0,199.0,3.0,66.33,7.37,54.0
33.0,0.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,0.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,0.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,0.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,0.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,1.0,221.0,20.09,149.32,27.0,8.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,1.0,76.0,12.66,97.43,7.0,4.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,5.0,76.0,12.66,97.43,7.0,4.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,5.0,76.0,12.66,97.43,7.0,4.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,5.0,76.0,12.66,97.43,7.0,4.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,5.0,76.0,12.66,97.43,7.0,4.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,6.0,221.0,20.09,149.32,27.0,8.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,6.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,10.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,10.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,10.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,16.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,16.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,16.0,221.0,20.09,149.32,27.0,8.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,20.0,221.0,20.09,149.32,27.0,8.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,20.0,221.0,20.09,149.32,27.0,8.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,20.0,221.0,20.09,149.32,27.0,8.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,20.0,221.0,20.09,149.32,27.0,8.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,24.0,221.0,20.09,149.32,27.0,8.0,0.0,383.0,17.0,22.52,7.07,19.1
33.0,24.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,24.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,24.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,28.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,34.0,76.0,12.66,97.43,7.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,34.0,320.0,35.55,161.61,41.0,8.0,1.0,420.0,14.0,30.0,7.63,23.5
33.0,38.0,221.0,20.09,149.32,27.0,8.0,0.0,399.0,13.0,30.69,8.31,22.1
33.0,39.0,320.0,35.55,161.61,41.0,8.0,0.0,399.0,13.0,30.69,8.31,22.1
33.0,45.0,320.0,35.55,161.61,41.0,8.0,0.0,399.0,13.0,30.69,8.31,22.1
33.0,49.0,320.0,35.55,161.61,41.0,8.0,0.0,399.0,13.0,30.69,8.31,22.1
33.0,53.0,320.0,35.55,161.61,41.0,8.0,0.0,399.0,13.0,30.69,8.31,22.1
33.0,53.0,320.0,35.55,161.61,41.0,8.0,0.0,399.0,13.0,30.69,8.31,22.1
33.0,0.0,176.0,16.0,102.92,14.0,6.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,0.0,176.0,16.0,102.92,14.0,6.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,1.0,176.0,16.0,102.92,14.0,6.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,1.0,176.0,16.0,102.92,14.0,6.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,1.0,176.0,16.0,102.92,14.0,6.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,1.0,176.0,16.0,102.92,14.0,6.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,5.0,176.0,16.0,102.92,14.0,6.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,6.0,176.0,16.0,102.92,14.0,6.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,6.0,435.0,31.07,179.01,43.0,25.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,7.0,435.0,31.07,179.01,43.0,25.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,7.0,435.0,31.07,179.01,43.0,25.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,8.0,128.0,25.6,164.1,13.0,8.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,8.0,128.0,25.6,164.1,13.0,8.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,8.0,128.0,25.6,164.1,13.0,8.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,13.0,128.0,25.6,164.1,13.0,8.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,13.0,435.0,31.07,179.01,43.0,25.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,15.0,435.0,31.07,179.01,43.0,25.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,19.0,435.0,31.07,179.01,43.0,25.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,19.0,128.0,25.6,164.1,13.0,8.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,20.0,472.0,47.2,151.76,46.0,19.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,22.0,128.0,25.6,164.1,13.0,8.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,22.0,128.0,25.6,164.1,13.0,8.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,28.0,472.0,47.2,151.76,46.0,19.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,29.0,472.0,47.2,151.76,46.0,19.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,29.0,472.0,47.2,151.76,46.0,19.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,29.0,472.0,47.2,151.76,46.0,19.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,31.0,472.0,47.2,151.76,46.0,19.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,32.0,472.0,47.2,151.76,46.0,19.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,38.0,472.0,47.2,151.76,46.0,19.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,38.0,472.0,47.2,151.76,46.0,19.0,0.0,442.0,19.0,23.26,8.63,16.1
33.0,42.0,128.0,25.6,164.1,13.0,8.0,0.0,276.0,7.0,39.42,9.85,24.0
33.0,43.0,472.0,47.2,151.76,46.0,19.0,0.0,276.0,7.0,39.42,9.85,24.0
33.0,43.0,472.0,47.2,151.76,46.0,19.0,0.0,276.0,7.0,39.42,9.85,24.0
33.0,44.0,128.0,25.6,164.1,13.0,8.0,0.0,276.0,7.0,39.42,9.85,24.0
33.0,48.0,128.0,25.6,164.1,13.0,8.0,0.0,276.0,7.0,39.42,9.85,24.0
33.0,48.0,472.0,47.2,151.76,46.0,19.0,0.0,276.0,7.0,39.42,9.85,24.0
33.0,48.0,18.0,9.0,100.0,3.0,0.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,52.0,18.0,9.0,100.0,3.0,0.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,52.0,18.0,9.0,100.0,3.0,0.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,53.0,472.0,47.2,151.76,46.0,19.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,53.0,472.0,47.2,151.76,46.0,19.0,0.0,112.0,4.0,28.0,7.0,24.0
33.0,53.0,472.0,47.2,151.76,46.0,19.0,0.0,112.0,4.0,28.0,7.0,24.0
30.0,0.0,436.0,33.53,137.1,51.0,19.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,0.0,436.0,33.53,137.1,51.0,19.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,0.0,436.0,33.53,137.1,51.0,19.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,1.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,1.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,1.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,1.0,436.0,33.53,137.1,51.0,19.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,1.0,436.0,33.53,137.1,51.0,19.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,1.0,436.0,33.53,137.1,51.0,19.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,7.0,436.0,33.53,137.1,51.0,19.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,7.0,436.0,33.53,137.1,51.0,19.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,9.0,436.0,33.53,137.1,51.0,19.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,9.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,9.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,11.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,11.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,11.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,11.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,15.0,155.0,31.0,117.42,22.0,1.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,15.0,155.0,31.0,117.42,22.0,1.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,15.0,155.0,31.0,117.42,22.0,1.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,15.0,155.0,31.0,117.42,22.0,1.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,16.0,288.0,36.0,137.14,22.0,15.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,16.0,288.0,36.0,137.14,22.0,15.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,16.0,155.0,31.0,117.42,22.0,1.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,17.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,19.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,23.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,23.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,23.0,288.0,36.0,137.14,22.0,15.0,2.0,357.0,12.0,29.75,6.61,27.0
30.0,23.0,155.0,31.0,117.42,22.0,1.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,23.0,161.0,80.5,153.33,15.0,9.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,23.0,161.0,80.5,153.33,15.0,9.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,23.0,161.0,80.5,153.33,15.0,9.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,23.0,161.0,80.5,153.33,15.0,9.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,25.0,161.0,80.5,153.33,15.0,9.0,0.0,296.0,8.0,37.0,9.25,24.0
30.0,0.0,534.0,41.07,140.89,68.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,1.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,2.0,534.0,41.07,140.89,68.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,3.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,3.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,4.0,534.0,41.07,140.89,68.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,4.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,8.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,12.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,13.0,534.0,41.07,140.89,68.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,17.0,534.0,41.07,140.89,68.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,18.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,18.0,534.0,41.07,140.89,68.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,19.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,21.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,25.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,26.0,534.0,41.07,140.89,68.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,26.0,534.0,41.07,140.89,68.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,30.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,30.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,31.0,534.0,41.07,140.89,68.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,31.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,31.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,32.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,32.0,340.0,37.77,115.25,35.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,32.0,340.0,37.77,115.25,35.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,32.0,340.0,37.77,115.25,35.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,33.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,37.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,37.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,37.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,38.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,38.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,39.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,40.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
